name,mass_x,semi_major_axis_x,temp_eq_x,star_luminosity_x,star_radius_x,star_teff_x,star_mass_x,radius_x,mass_y,semi_major_axis_y,temp_eq_y,star_luminosity_y,star_radius_y,star_teff_y,star_mass_y,radius_y
Kepler-289 d,4.131769285730772,0.33,502.8098089846741,1.1558402646256034,1.0,5990.0,1.08,2.6789463946943446,,,,,,,,
Kepler-297 c,41.953349670497076,0.3292,458.51292256533117,0.7953958346637297,0.89,5783.0,1.04,6.389119016635047,,,,,,,,
Kepler-29 b,4.999440835734235,0.09,738.5744352326559,0.4002390339470669,0.73,5378.0,0.76,2.5444386259230805,,,,,,,,
Kepler-29 c,4.500450237380595,0.11,668.0657131132813,0.4002390339470669,0.73,5378.0,0.76,2.342676972766184,,,,,,,,
Kepler-30 b,11.441822637408292,0.18,609.1993480862819,0.7403834161759549,0.95,5498.0,0.99,3.9007252943666604,,,,,,,,
Kepler-30 c,638.8350972552962,0.3,471.78692166743076,0.7403834161759549,0.95,5498.0,0.99,12.296251861839732,,,,,,,,
Kepler-30 d,23.201473681411258,0.5,365.46106458626247,0.7403834161759549,0.95,5498.0,0.99,8.799049873786865,,,,,,,,
Kepler-324 d,2.231155414294617,0.1949,519.9588404714613,0.4610594025066677,0.84,5194.0,0.86,1.129865257678619,,,,,,,,
Kepler-338 b,30.60687555506718,0.117,1101.650033998736,3.34546088864029,1.74,5923.0,1.1,2.4435577993446325,,,,,,,,
Kepler-34 (AB)b,69.92224945082846,1.0896,287.6952056638647,1.3280285638776048,1.1,5913.0,2.0687,8.56029858421787,,,,,,,,
Kepler-35 (AB)b,40.300641956204764,0.60347,348.06022387219923,0.8867534841382897,1.0,5606.0,1.6971,8.160137972123358,,,,,,,,
Kepler-36 b,3.8298322994658314,0.1153,1084.0292475414456,3.0484561496858724,1.63,5979.0,1.03,1.5020034179457833,,,,,,,,
Kepler-36 c,7.128891159918555,0.1283,1027.6431347784307,3.0484561496858724,1.63,5979.0,1.03,3.6765456797478873,,,,,,,,
Kepler-37 d,5.403082912109472,0.2109,506.8427226841325,0.48248082132823616,0.79,5417.0,0.87,1.9391536664523916,,,,,,,,
Kepler-39 b,6388.350972552964,0.164,896.0544434564025,2.8611557673693575,1.4,6350.0,1.29,13.899136106363963,,,,,,,,
Kepler-407 Ab,1.6689169630286371,0.0153,2194.7674745736945,0.9019745055143173,1.057,5476.0,0.96,1.1610262241106286,,,,,,,,
Kepler-40 b,699.2224945082846,0.08,1619.7914215961266,7.315999901961546,2.13,6510.0,1.48,13.114507455198256,,,,,,,,
Kepler-411 Ab,25.58518673087132,0.03831,1082.006636110999,0.33046280445358056,0.82,4837.0,0.87,1.8659590222793623,,,,,,,,
Kepler-411 Ac,26.411540588017473,0.07258,785.1357497407828,0.33046280445358056,0.82,4837.0,0.87,3.2380503535535663,,,,,,,,
Kepler-411 Ad,15.198554403357349,0.2757,403.0832302530617,0.33046280445358056,0.82,4837.0,0.87,3.3760329063514214,,,,,,,,
Kepler-412 b,299.07653060558897,0.02897,1850.2164333144776,1.6332073630120083,1.29,5750.0,1.17,15.03124316018877,,,,,,,,
Kepler-416 b,58.16259840682549,0.0658,1102.53267862486,1.0623680676999432,1.089,5620.27,1.0,2.710331540740973,,,,,,,,
Kepler-419 b,794.571016486687,0.37,779.6203483833475,4.64657464308706,1.74,6430.0,1.39,10.760621501701133,,,,,,,,
Kepler-41 b,177.9839076930179,0.03101,1788.3195098114966,1.6332073630120083,1.29,5750.0,1.15,14.459585142910898,,,,,,,,
Kepler-420 Ab,460.8511895622784,0.382,512.7198072041273,1.0643972105163153,1.13,5520.0,0.99,10.53644188708236,,,,,,,,
Kepler-423 b,189.1079019238315,0.03585,1380.2091847070358,0.7743492940241123,0.95,5560.0,0.85,13.361105031278907,,,,,,,,
Kepler-425 b,79.4571016486687,0.0464,1088.8630758334111,0.47440537911655567,0.86,5170.0,0.93,10.96238315485803,,,,,,,,
Kepler-426 b,108.06165824218944,0.0414,1306.7441047213565,0.8163344952905178,0.92,5725.0,0.91,12.217788996723163,,,,,,,,
Kepler-427 b,92.17023791245568,0.091,1131.452863714847,1.8516975036360752,1.35,5800.0,0.96,13.787046299054577,,,,,,,,
Kepler-428 b,403.64207637523697,0.0433,1074.0753954126371,0.40420289525061315,0.8,5150.0,0.87,12.105699189413777,,,,,,,,
Kepler-432 b,1719.4516796771907,0.301,919.0895539639256,9.212649897045848,4.06,4995.0,1.32,12.83428293692479,,,,,,,,
Kepler-433 b,896.2761065969828,0.0679,1772.4908279776052,7.503015968024689,2.26,6360.0,1.46,16.253022059861088,,,,,,,,
Kepler-434 b,908.9892428607699,0.1143,1003.6278033153092,2.1821355568132383,1.38,5977.0,1.2,12.666148225960708,,,,,,,,
Kepler-435 b,266.9758615395268,0.0948,1731.581710687836,13.329241291675265,3.21,6161.0,1.54,22.305871654567973,,,,,,,,
Kepler-43 b,1026.5857533007995,0.046,1618.6066851119617,2.411029707216345,1.42,6041.0,1.32,13.663747511014252,,,,,,,,
Kepler-447 b,435.4249170347045,0.0769,980.622734906563,0.9011716568120212,1.05,5493.0,1.0,18.494818206048823,,,,,,,,
Kepler-448 b,349.6112472541423,0.154,1032.9065606864428,4.215676636157236,1.491,6779.23,1.454,13.787046299054577,,,,,,,,
Kepler-44 b,317.8284065946748,0.0446,1539.5639604226405,1.8516975036360752,1.35,5800.0,1.12,12.217788996723163,,,,,,,,
Kepler-454 Ab,5.403082912109472,0.09528,917.2637996983797,1.0671804292364377,1.066,5687.0,1.03,2.369578526520437,,,,,,,,
Kepler-45 b,160.50334533031076,0.03,789.9111696184455,0.05783215296875251,0.55,3820.0,0.59,10.760621501701133,,,,,,,,
Kepler-46 b,1906.9704395680487,0.1968,512.9233271473383,0.4451389671518178,0.79,5309.0,0.902,9.056856430598454,,,,,,,,
Kepler-494 b,11759.651044002967,0.08,1220.9652101279771,2.280613037582081,1.4,6000.0,1.1,8.967184584750944,,,,,,,,
Kepler-4 b,24.472787307789957,0.0456,1646.1050323471216,2.535229001659868,1.595,5772.0,1.22,4.001606120945109,,,,,,,,
Kepler-538 Ab,10.599577359932404,0.3548,418.3651524190647,0.6398545182730524,0.8717,5534.0,0.892,2.219378184725859,,,,,,,,
Kepler-539 b,308.2935543968345,0.4988,395.3773473272481,0.9296718458768972,0.95,5820.0,1.05,8.373108606011195,,,,,,,,
Kepler-56 b,22.247988461627237,0.1028,1497.4047770328568,8.815616948039217,4.23,4840.0,1.32,6.512417804675373,,,,,,,,
Kepler-56 c,181.1621917589646,0.1652,1180.983477463381,8.815616948039217,4.23,4840.0,1.32,9.796649158840406,,,,,,,,
Kepler-5 b,670.9357663213585,0.0538,1751.4686524648123,4.5230497534524385,1.79,6297.0,1.37,15.984006522318557,,,,,,,,
Kepler-63 b,120.13913769278707,0.08,927.7180098610716,0.7030182659293105,0.9,5576.0,0.98,6.108894498361582,,,,,,,,
Kepler-65 d,10.806165824218944,0.084,1228.5995192418056,2.6562862373454803,1.41,6211.0,1.25,1.5244213794076606,,,,,,,,
Kepler-68 b,7.650129746733823,0.0617,1261.8481907593728,1.6027142710948714,1.259,5793.0,1.064,2.309050030573368,,,,,,,,
Kepler-68 c,2.040458370337812,0.09059,1041.3807886049613,1.6027142710948714,1.259,5793.0,1.064,0.9269827064486288,,,,,,,,
Kepler-6 b,212.30937560524276,0.04852,1457.4648500293292,1.76397035140795,1.39,5647.0,1.21,14.61651087314404,,,,,,,,
Kepler-74 b,200.2318961546451,0.0781,1095.6404121283697,1.4595923440525322,1.12,6000.0,1.18,10.760621501701133,,,,,,,,
Kepler-75 b,3210.066906606215,0.0818,868.7283199493731,0.5199767409450345,0.89,5200.0,0.91,11.769429767485615,,,,,,,,
Kepler-77 b,136.66621483571015,0.04501,1248.3474152599304,0.8169909202185299,0.99,5520.0,0.95,10.760621501701133,,,,,,,,
Kepler-79 b,10.901514346197345,0.117,992.4094341500877,2.204670723624908,1.3,6174.0,1.17,3.474784026590991,,,,,,,,
Kepler-79 c,6.038739725298821,0.187,785.0542625285437,2.204670723624908,1.3,6174.0,1.17,3.721381602671642,,,,,,,,
Kepler-79 e,4.131769285730772,0.386,546.3686406613228,2.204670723624908,1.3,6174.0,1.17,3.48599300732193,,,,,,,,
Kepler-7 b,140.16232730825158,0.06067,1632.2976765660108,4.317380995670204,1.97,5933.0,1.36,18.18096674558254,,,,,,,,
Kepler-82 b,12.150579984114417,0.1683,605.2752624979291,0.631298714034928,0.9,5428.0,0.91,4.068860005330741,,,,,,,,
Kepler-82 c,13.898636220385129,0.2626,484.5623766653194,0.631298714034928,0.9,5428.0,0.91,5.335474827926812,,,,,,,,
Kepler-84 Ac,20.213886659421316,0.1072,945.4018301892595,1.5244481728320862,1.131,6036.0,0.987,3.1497235853937697,,,,,,,,
Kepler-86 b,108.80855499768691,0.824,302.0877624355859,0.9013957881792491,1.0,5629.0,0.94,9.489523086812687,,,,,,,,
Kepler-87 b,324.18497472656827,0.481,525.3574338897871,2.92472753508075,1.82,5600.0,1.1,13.495612800050171,,,,,,,,
Kepler-89 Ab,5.757461585462534,0.05119,1588.068119271492,2.679722020425982,1.4286,6184.0,1.183,1.6379683542120695,,,,,,,,
Kepler-89 Ac,6.206553123980809,0.1013,1148.8200783966545,2.679722020425982,1.4286,6184.0,1.183,3.864071927376491,,,,,,,,
Kepler-89 Ad,79.60206318491653,0.1684,868.58702832647,2.679722020425982,1.4286,6184.0,1.183,10.311029284583183,,,,,,,,
Kepler-8 b,187.51875989085812,0.0474,1679.7266583583148,2.9700822827024105,1.49,6213.0,1.21,15.87191671500917,,,,,,,,
Kepler-91 b,257.4410093416866,0.0731,2037.948808057928,15.272749034011989,6.3,4550.0,1.31,15.322676659193176,,,,,,,,
Kepler-93 b,4.54494621430385,0.053,1175.478954058771,0.8905709184943679,0.98,5669.0,1.09,1.5692573023314154,,,,,,,,
Kepler-95 Ab,13.030964670381668,0.10228,1035.0713822556427,1.9939762565452694,1.451,5699.0,1.0,3.1149757451278592,,,,,,,,
Kepler-99 Bb,3.8130191767569728,0.05069,882.5365553698965,0.25884080034951873,0.745,4774.0,0.769,1.812043824963547,,,,,,,,
Kepler-9 b,43.39946892050284,0.143,721.737696061274,0.9196871406600409,0.96,5774.0,1.02,8.294645740894623,,,,,,,,
Kepler-9 c,29.901296492427004,0.227,572.89673898951,0.9196871406600409,0.96,5774.0,1.02,8.081675107006788,,,,,,,,
KOI-134 b,317.8284065946748,0.364,660.1038069442425,4.1722037365366935,1.8,6154.0,1.17,12.105699189413777,,,,,,,,
KPS-1 b,346.4329631881956,0.0269,1446.2092241607943,0.5256375802547306,0.907,5165.0,0.892,11.545250152866842,,,,,,,,
L 168-9 b,4.020529343422636,0.0208,998.3980896547178,0.07136640975775638,0.604,3842.0,0.614,1.5602901177466642,,,,,,,,
L 98-59 b,0.4131769285730772,0.02191,600.8899110021529,0.010340447640439539,0.291,3415.0,0.32,0.8496407394051521,,,,,,,,
L 98-59 c,2.21844227803083,0.0304,510.1674124631735,0.010340447640439539,0.291,3415.0,0.32,1.3849816591147834,,,,,,,,
L 98-59 d,1.9387532802275163,0.0486,403.227791529857,0.010340447640439539,0.291,3415.0,0.32,1.5210586851883787,,,,,,,,
LHS 1140 b,6.979511808819058,0.0936,212.9269819112811,0.0029850299211340403,0.186,3131.0,0.146,1.7269676612157228,,,,,,,,
LHS 1140 c,1.8084436335236995,0.02675,403.17713654539125,0.0029850299211340403,0.186,3131.0,0.146,1.281971126197457,,,,,,,,
LHS 1815 b,4.195334967049707,0.0404,618.6152891570758,0.03969197110601233,0.501,3643.0,0.502,1.0880557595522178,,,,,,,,
LP 714-47 b,30.797572599023987,0.0417,712.9444917469403,0.0745426120077782,0.584,3950.0,0.59,4.696562926263307,,,,,,,,
LP 791-18 d,0.8899195384650894,0.0199,417.1795363079099,0.001991843518816355,0.17,2960.0,0.139,1.0301053291732647,,,,,,,,
LTT 1445 Ab,2.860455659352073,0.03813,429.22906362407673,0.00814524075117541,0.27,3340.0,0.256,1.300241764788887,,,,,,,,
LTT 1445 Ac,1.5414677719841727,0.0266,516.4043523464508,0.00814524075117541,0.27,3340.0,0.256,1.1470149981969553,,,,,,,,
LTT 3780 b,2.459991867042783,0.01195,913.1073430018976,0.016484678831806796,0.38,3358.0,0.38,1.3250136122042613,,,,,,,,
LTT 3780 c,8.041058686845272,0.0757,362.8182518015359,0.016484678831806796,0.38,3358.0,0.38,2.3897546918361265,,,,,,,,
LTT 9779 b,29.319670508358747,0.01679,1943.568033739046,0.6679711736902522,0.92,5445.0,1.0,4.7201017857982785,,,,,,,,
MASCARA-1 b,1175.9651044002967,0.043,2545.5738321720696,12.892497066702912,2.1,7554.0,1.72,16.813471096408023,,,,,,,,
MASCARA-3 Ab,1646.3511461604153,0.06971,1427.142582877542,3.335357412243387,1.513,6347.0,1.309,14.257823489754003,,,,,,,,
MASCARA-4 Ab,532.3625810460803,0.047,2403.9730015417613,12.250995998248467,1.92,7800.0,1.75,17.14974051833618,,,,,,,,
NGTS-10 Ab,687.1450150576869,0.0143,1481.2704004914547,0.16348081418853083,0.697,4400.0,0.696,13.506821780781111,,,,,,,,
NGTS-11 b,60.06956884639354,0.195,503.76722646521034,0.40420594325632325,0.832,5050.0,0.862,9.079274392060332,,,,,,,,
NGTS-11 c,20.023189615464513,0.099,705.9415461410813,0.40420594325632325,0.832,5050.0,0.862,4.808652733572694,,,,,,,,
NGTS-13 b,1538.2894879182259,0.0549,1630.0797075453124,3.520670668264206,1.788,5918.0,1.3,12.800655994731972,,,,,,,,
NGTS-14 Ab,29.24021340671008,0.0403,1143.2812169551041,0.46076523597956554,0.842,5187.0,0.898,4.931951521613019,,,,,,,,
NGTS-15 b,238.68913335260078,0.0441,1255.9611836829847,0.803598999310938,0.954,5600.0,0.995,12.32987880403255,,,,,,,,
NGTS-16 b,211.9915471986481,0.0523,1288.860271410393,1.253383762248327,1.213,5550.0,1.002,14.571674950220284,,,,,,,,
NGTS-17 b,242.82090263833155,0.0391,1593.158813933571,1.6354871477684578,1.337,5650.0,1.025,13.899136106363963,,,,,,,,
NGTS-18 b,129.99181829722198,0.0448,1507.9146817402848,1.7231395294003158,1.392,5610.0,1.003,13.562866684435804,,,,,,,,
NGTS-1 b,258.07666615487597,0.0326,791.6958913721595,0.06932190778727355,0.573,3916.0,0.617,14.907944372148446,,,,,,,,
NGTS-20 b,947.1286516521309,0.313,705.6443929567085,3.6377702790699833,1.78,5980.0,1.47,11.993609382104388,,,,,,,,
NGTS-21 b,750.0750395634325,0.0236,1356.4770132812266,0.31313462968982014,0.86,4660.0,0.72,14.907944372148446,,,,,,,,
NGTS-23 b,194.82881324253563,0.0504,1448.726638669347,1.8580790849279836,1.24,6057.0,1.01,14.201778586099307,,,,,,,,
NGTS-24 b,165.2707714292309,0.0479,1642.1410202474867,2.770576616809421,1.64,5820.0,1.26,13.607702607359558,,,,,,,,
NGTS-25 b,203.0923518139972,0.0388,1207.9804885770561,0.5323049049513431,0.86,5321.0,0.91,11.46678728775027,,,,,,,,
NGTS-26 b,92.17023791245568,0.049,1302.1386672399983,1.1462476037495342,1.16,5550.0,0.96,14.907944372148446,,,,,,,,
NGTS-27 b,188.47224511064215,0.0446,1731.5193822938556,2.969179717688915,1.77,5700.0,1.07,15.647737100390398,,,,,,,,
NGTS-29 b,123.95307857192317,0.347,472.18716563917667,0.9795012152298836,1.006,5730.0,1.034,9.60609648641445,,,,,,,,
NGTS-2 b,212.94503241843213,0.0584,1686.3495295898608,4.580083713896545,1.702,6478.0,1.64,17.216994402721813,,,,,,,,
NGTS-30 b,305.11527033088777,0.408,397.834417904882,0.6626910490094845,0.913,5455.0,0.94,10.424352079772973,,,,,,,,
NGTS-34 b,19.101487236339956,0.257,682.1733750876414,2.375213459317802,1.367,6134.0,1.266,3.6496441259936345,,,,,,,,
NGTS-35 b,151.92197835225454,0.16,495.7156994063626,0.25202521111881726,0.753,4717.0,0.789,10.895129270472397,,,,,,,,
NGTS-3 Ab,756.431607695326,0.023,1707.9141995803786,0.7474415004036098,0.93,5570.0,1.017,16.589291481789246,,,,,,,,
NGTS-4 b,20.595280747334925,0.019,1648.9696589584387,0.4432157645649227,0.84,5143.0,0.75,3.1799878333673037,,,,,,,,
NGTS-5 Ab,72.78270511018053,0.0382,1057.7017034256899,0.30327518721678337,0.739,4987.0,0.661,12.73340211034634,,,,,,,,
NGTS-6 Ab,422.71178077091747,0.016623018,1335.884372520646,0.1461344355596794,0.656,4410.0,0.7876,14.246614509023063,,,,,,,,
NGTS-8 b,295.58041813304754,0.035,1337.3094149656974,0.6505779205665411,0.98,5241.0,0.89,12.217788996723163,,,,,,,,
NGTS-9 b,921.7023791245568,0.058,1489.5611591650872,2.7451339614771975,1.38,6330.0,1.34,11.993609382104388,,,,,,,,
OGLE-TR-10 b,216.12331648437888,0.04162,1600.2555425862186,1.8863351201450034,1.242,6075.0,1.14,19.27944685721453,,,,,,,,
OGLE-TR-111 b,171.6273395611244,0.047,1056.372172151464,0.4567944965962621,0.979,4800.0,0.78,12.072072247220959,,,,,,,,
OGLE-TR-113 b,394.10722417739674,0.0229,1321.4477449235462,0.26553897824177786,0.817,4588.0,0.73,12.441968611341936,,,,,,,,
OGLE-TR-132 b,371.8592357157695,0.0306,1901.6113663794913,2.0332334687009976,1.234,6210.0,1.19,13.787046299054577,,,,,,,,
OGLE-TR-182 b,336.8981109903553,0.051,1414.224205120001,1.7277096351601418,1.25,5924.0,1.08,16.47720167447986,,,,,,,,
OGLE-TR-211 b,238.3713049460061,0.051,1671.6221696227701,3.3724861889489026,1.532,6325.0,1.25,14.123315720982738,,,,,,,,
OGLE-TR-56 b,413.17692857307725,0.0225,2234.5206836444318,2.0958485227587453,1.32,6050.0,1.17,13.450776877126417,,,,,,,,
pi Men c,3.629600403311186,0.06702,1182.725631500143,1.442980969664804,1.1,6037.0,1.094,1.874029488405638,,,,,,,,
Qatar-10 b,233.92170725368064,0.0286,1955.3937896753662,1.985758046028252,1.254,6124.0,1.156,17.194576441259937,,,,,,,,
Qatar-1 Ab,411.2699581335092,0.02332,1418.4841978071358,0.36560526294506196,0.803,5013.0,0.838,12.811864975462912,,,,,,,,
Qatar-2 b,792.664046047119,0.02153,1348.1688941503562,0.2542860926684822,0.78,4645.0,0.74,14.056061836597106,,,,,,,,
Qatar-6 Ab,212.30937560524276,0.0423,1006.4566061201853,0.30487252839567885,0.722,5052.0,0.822,11.90393753625688,,,,,,,,
Qatar-7 b,597.5174043979886,0.0352,2052.944726617628,3.654699652357095,1.564,6387.0,1.409,19.055267242595757,,,,,,,,
Qatar-8 b,117.91433884662435,0.0474,1444.409152437119,1.6239585814184803,1.315,5687.0,1.029,14.403540239256204,,,,,,,,
Qatar-9 b,378.215803847663,0.0234,1133.1997838573723,0.14993912959334083,0.696,4309.0,0.719,11.309861557517127,,,,,,,,
Ross 176 b,4.570372486831424,0.0464,691.9079414942426,0.07933634689038599,0.57,4061.0,0.58,1.8405146360201314,,,,,,,,
tau Boo Ab,1837.0481901172204,0.046,1737.466867395567,3.191867976677227,1.426,6466.27,1.32,11.881519574795002,,,,,,,,
TIC 139270665 b,147.15455225333443,0.163,705.8223226652369,1.0895112083402407,1.02,5844.0,1.035,7.229792571455449,,,,,,,,
TIC 237913194 b,617.2227656068584,0.1207,881.0771673611954,1.1927856629636064,1.088,5788.0,1.026,12.520431476458507,,,,,,,,
TIC 241249530 Ab,1582.7854648414807,0.641,575.7382129193727,2.5327797403768377,1.397,6166.0,1.271,13.338687069817029,,,,,,,,
TIC 279401253 b,1951.466416491303,0.369,500.3186144292724,1.2652083848282047,1.06,5951.0,1.13,11.20898073093868,,,,,,,,
TIC 365102760 b,19.196835758318358,0.0622,1668.2494148789567,4.547449821241907,3.23,4694.0,1.21,6.20977532494003,,,,,,,,
TIC 434398831 b,6.610830857169235,0.04641,1203.4317222099444,0.7495810218822699,0.909,5638.0,0.992,3.509531866856901,,,,,,,,
TOI-1011 b,4.039599047818317,0.0346,1361.3609396515983,0.682814411190608,0.92,5475.0,0.91,1.4504421065834652,,,,,,,,
TOI-1052 Ab,16.9084712308367,0.09103,1108.9070304210582,2.046703354713357,1.264,6146.0,1.204,2.8694990671203024,,,,,,,,
TOI-1062 b,10.170509011029594,0.052,1036.8199973334918,0.5105120136580656,0.84,5328.0,0.94,2.2639899280349947,,,,,,,,
TOI-1064 b,13.50770728027368,0.06152,784.4075236980914,0.237671324050147,0.726,4734.0,0.748,2.5870327527006474,,,,,,,,
TOI-1107 b,1064.7251620921606,0.0561,1728.7144996426073,4.665953434336837,1.81,6311.0,1.35,14.571674950220284,,,,,,,,
TOI-1117 b,8.899195384650895,0.033,1532.7273174484935,0.9980327886110334,1.05,5635.0,0.97,2.4603712704410405,,,,,,,,
TOI-1130 b,19.80070973084824,0.0453,798.3611460698314,0.1382482759791808,0.687,4250.0,0.684,3.659732208651479,,,,,,,,
TOI-1130 c,335.94462577057124,0.0731,628.3881239043569,0.1382482759791808,0.687,4250.0,0.684,13.00241764788887,,,,,,,,
TOI-1135 b,20.430009975905698,0.082,1111.0033046161257,1.696992056159355,1.16,6122.0,1.125,8.967184584750944,,,,,,,,
TOI-1136 b,3.4961124725414225,0.05106,1211.562921888345,0.932490674054982,0.968,5770.0,1.022,1.905526724259576,,,,,,,,
TOI-1136 c,6.3184287231021345,0.0669,1059.9725232505564,0.932490674054982,0.968,5770.0,1.022,2.8790267007416004,,,,,,,,
TOI-1136 e,6.070522565958288,0.139,734.5203897457843,0.932490674054982,0.968,5770.0,1.022,2.639042423292203,,,,,,,,
TOI-1136 f,8.21904259453829,0.174,656.2550434653481,0.932490674054982,0.968,5770.0,1.022,3.8805491290509715,,,,,,,,
TOI-1136 g,12.077479450597641,0.229,572.158002940622,0.932490674054982,0.968,5770.0,1.022,2.52986695097286,,,,,,,,
TOI-1173 Ab,26.093712181422802,0.07,940.4341997227567,0.6361676121576332,0.93,5350.0,0.91,8.104093068468666,,,,,,,,
TOI-1194 b,144.92975340717172,0.0343,1365.3849391774763,0.677030341378452,0.963,5340.0,1.0,8.597288220629968,,,,,,,,
TOI-1199 b,75.96098917612727,0.04988,1484.7012183445681,2.0066469406032224,1.45,5710.0,1.23,10.514023925620481,,,,,,,,
TOI-1201 Ab,6.280289314310774,0.0287,705.1864736085713,0.03382493926841854,0.508,3476.0,0.512,2.4149748984807387,,,,,,,,
TOI-1203 Ab,3.5088256088052097,0.04869,1362.0699294755964,1.3519403791585292,1.179,5737.0,0.886,1.519937787115285,,,,,,,,
TOI-1203 Ad,7.389510453326189,0.1632,743.6534399590802,1.3519403791585292,1.179,5737.0,0.886,2.9180339536852666,,,,,,,,
TOI-1231 b,15.414677719841727,0.1288,330.5104668489171,0.03274764665884139,0.476,3562.0,0.485,3.6496441259936345,,,,,,,,
TOI-1238 b,3.759910050015003,0.0139,1283.9869078601823,0.08443353243520182,0.58,4089.0,0.59,1.2094490208682835,,,,,,,,
TOI-1238 c,8.320747684648586,0.037,782.8867580692215,0.08443353243520182,0.58,4089.0,0.59,2.1095301735626597,,,,,,,,
TOI-1259 Ab,131.89878873679004,0.0408,961.1947555799208,0.23595176750481603,0.711,4775.0,0.744,11.601295056521533,,,,,,,,
TOI-125 b,9.503069357180776,0.05186,1042.3394593459107,0.5171645688355595,0.848,5320.0,0.859,2.726024113764287,,,,,,,,
TOI-125 c,6.6299005615649165,0.0814,828.4525588431777,0.5171645688355595,0.848,5320.0,0.859,2.758978517113247,,,,,,,,
TOI-125 d,13.603055802252081,0.137,640.526056594409,0.5171645688355595,0.848,5320.0,0.859,2.9300275630673713,,,,,,,,
TOI-1266 b,4.389210295072458,0.0728,419.5540811309166,0.026601070470357382,0.42,3600.0,0.45,2.6195387968203696,,,,,,,,
TOI-1268 b,92.17023791245568,0.072,897.2342027766504,0.5556221607573252,0.92,5200.0,0.96,9.191364199369717,,,,,,,,
TOI-1273 b,70.5579062640178,0.0549,1206.081875486693,1.0574292658376432,1.06,5690.0,1.06,11.096890923629294,,,,,,,,
TOI-1278 b,5879.8255220014835,0.095,449.91168733973,0.06140121259564237,0.573,3799.0,0.55,12.217788996723163,,,,,,,,
TOI-1288 b,41.953349670497076,0.0429,1223.135155282187,0.6826191324695634,1.01,5225.0,0.89,5.240198491713834,,,,,,,,
TOI-1294 b,62.19901917057786,0.0489,1567.6593551519607,2.3922976512603493,1.581,5714.0,1.02,9.190243301296624,,,,,,,,
TOI-1295 b,451.3163373644382,0.047,1839.4523453179927,4.198383492327158,1.74,6269.0,1.32,15.692573023314152,,,,,,,,
TOI-1298 b,113.14691274770422,0.059,1389.3824630467695,2.1529113163399183,1.412,5889.0,1.44,9.42675279471943,,,,,,,,
TOI-132 Ab,22.40690266492457,0.026,1531.826571615017,0.6170000808952489,0.9,5397.0,0.97,3.4198600210093915,,,,,,,,
TOI-1333 Ab,753.2533236293793,0.0626,1678.7888669717524,5.155016443898887,1.925,6274.0,1.464,15.647737100390398,,,,,,,,
TOI-1347 b,12.204610813235512,0.0171,1835.629292719367,0.551301884832292,0.83,5464.0,0.913,1.8046458976811277,,,,,,,,
TOI-1406 b,14620.10670335504,0.101,1108.9880104797264,2.561301174241629,1.35,6290.0,1.18,9.639723428607265,,,,,,,,
TOI-1408 b,593.0678067056632,0.05778,1517.8505493756336,2.9425734589628596,1.53,6117.0,1.31,24.996027029993257,,,,,,,,
TOI-1408 c,7.596098917612728,0.03587,1930.8778175856771,2.9425734589628596,1.53,6117.0,1.31,2.220499082798953,,,,,,,,
TOI-1416 b,3.480221052211689,0.019,1521.488752727679,0.3212473290985909,0.793,4884.0,0.798,1.6196977156206391,,,,,,,,
TOI-1420 b,25.108444120979307,0.071,958.531917506945,0.6963576130759259,0.923,5493.0,0.987,11.890486759379751,,,,,,,,
TOI-1422 b,9.503069357180776,0.107,869.2171300233028,1.084401941080807,1.019,5840.0,0.981,3.8301087157617473,,,,,,,,
TOI-1422 c,13.98444989016569,0.205,629.406021667755,1.084401941080807,1.019,5840.0,0.981,2.610571612235619,,,,,,,,
TOI-1430 b,4.150838990126453,0.0706,811.9726477339323,0.3597761248422226,0.789,5037.0,0.843,1.9795059970837712,,,,,,,,
TOI-1431 b,997.9811967072789,0.047,2370.100445738487,11.574396251948713,1.92,7690.0,1.9,16.90314294225553,,,,,,,,
TOI-1448 b,19.514664164913032,0.0567,433.3888450695654,0.017570892149606582,0.38,3412.0,0.37,2.749562973299258,,,,,,,,
TOI-1452 Ab,4.821456928041217,0.061,326.09501807016125,0.00698704699248897,0.275,3185.0,0.249,1.672043655634123,,,,,,,,
TOI-1470 b,7.31958820387536,0.0285,734.1316510449753,0.0373734808504782,0.469,3709.0,0.471,2.1801467521675733,,,,,,,,
TOI-1470 c,7.240131102226692,0.106,389.97876710916586,0.0373734808504782,0.469,3709.0,0.471,2.470459353098885,,,,,,,,
TOI-1478 b,269.20066038568956,0.0903,920.0641373768369,0.9699949906250692,1.05,5595.0,0.946,11.881519574795002,,,,,,,,
TOI-150 b,797.7493005526336,0.0643,1440.5871267148211,2.85361422283105,1.551,6029.0,1.249,14.067270817328042,,,,,,,,
TOI-1516 Ab,969.3766401137581,0.0322,2010.0200085595625,2.790107597435813,1.35,6426.0,1.1,17.59809974757373,,,,,,,,
TOI-1518 b,581.6259840682549,0.03712,2551.3786017424363,9.695075445596535,1.95,7300.0,1.79,21.050465812702843,,,,,,,,
TOI-157 b,375.03751978171624,0.0318,1578.5942123493337,1.0427821857150001,1.167,5404.0,0.948,14.414749219987144,,,,,,,,
TOI-1601 b,314.65012252872805,0.06864,1618.866739711501,5.370004930645194,2.186,5948.0,1.517,13.887927125633027,,,,,,,,
